2022-06-19/23:23:44		 phishing_20220619_232117.csv: File loaded successfully!!
2022-06-20/01:21:20		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:20		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:20		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:20		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:20		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:21		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:22		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:23		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:24		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:25		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:26		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:27		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:27		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:27		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:27		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:27		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:27		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:27		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:27		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:27		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:27		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:27		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:27		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:27		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:27		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:27		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:27		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:27		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:27		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:27		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:27		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:27		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:27		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:27		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:27		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:27		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:27		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:28		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:28		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:28		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:28		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:28		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:28		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:28		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:28		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:28		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:28		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:28		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:28		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:28		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:28		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:28		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:28		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:28		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:28		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:28		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:28		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:28		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:29		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:30		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:31		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:32		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:33		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:34		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:35		 phising_08012020_120000.csv: File loaded successfully!!
